list,source,module,version,id,date,status,Repair type,,,,,,,,,,,,,,,,,,
[164],ChangeLog,Drivers,3.12.36,5f478b41033606d325e420df693162e2524c2b94,12/9/14,Resolved,adding buffer variables,,,,,,,,,,,,,,,,,,
[165],ChangeLog,Drivers,3.12.36,00c83b01d58068dfeb2e1351cca6fccf2a83fa8f,12/11/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[166],ChangeLog,Drivers,3.10.68,19e2090fb246ca21b3e569ead51a6a7a1748eadd,12/13/14,Resolved,unknown,,,,,,,,,,,,,,,,,,
[167],ChangeLog,Drivers,3.12.41,cb57720bf79688d64854a0a43565aa52303c1f3f,12/19/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[168],ChangeLog,Drivers,3.10.68,83b0302d347a49f951e904184afe57ac3723476e,1/8/15,Resolved,mutex_lock,,,,,,,,,,,,,,,,,,
[169],ChangeLog,Drivers,3.10.66,2836766a9d0bd02c66073f8dd44796e6cc23848d,1/12/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[170],ChangeLog,Drivers,3.12.37,b0d11b42785b70e19bc6a3122eead3f7969a7589,1/14/15,Resolved,adding buffer variables,,,,,,,,,,,,,,,,,,
[171],ChangeLog,Drivers,3.10.67,121b6a79955a3a3fd7bbb9b8cb88d5b9dad6283d,1/15/15,Resolved,unknown,Same as 172,,,,,,,,,,,,,,,,,
[172],ChangeLog,Drivers,3.2.67,ebbeba120ab2ec6ac5f3afc1425ec6ff0b77ad6f,1/15/15,Resolved,unknown,create the device attributes,,,,,,,,,,,,,,,,,
[173],ChangeLog,Drivers,3.12.37,ce7514526742c0898b837d4395f515b79dfb5a12,1/19/15,Resolved,spin_lock,,,,,,,,,,,,,,,,,,
[174],ChangeLog,Drivers,3.18.5,6cf11ee6300f38b7cfc43af9b7be2afaa5e05869,1/21/15,Resolved,changing operation orders & adding additional checks,,,,,,,,,,,,,,,,,,
[175],ChangeLog,Drivers,3.18.9,524134d422316a59d5464ccbc12036bbe90c5563,1/25/15,Resolved,unknown,,,,,,,,,,,,,,,,,,
[176],ChangeLog,Drivers,3.19.1,3bb10f60933e84abfe2be69f60b3486f9b96348b,1/28/15,Resolved,unknown,sdhci_runtime_suspend_host(),,,,,,,,,,,,,,,,,
[177],ChangeLog,Drivers,3.14.35,6ffae8c06fab058d6c3f8ecb7f921327721034e7,2/2/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[178],ChangeLog,Drivers,3.18.10,460822b0b1a77db859b0320469799fa4dbe4d367,2/5/15,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[179],ChangeLog,Drivers,3.10.72,2bec1f4a8832e74ebbe859f176d8a9cb20dd97f4,2/18/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[180],ChangeLog,Drivers,3.10.72,57e595631904c827cfa1a0f7bbd7cc9a49da5745,2/23/15,Resolved,deleting additional checks,,,,,,,,,,,,,,,,,,
[181],ChangeLog,Drivers,3.18.9,d4a19eb3b15a4ba98f627182f48d5bc0cffae670,2/25/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[182],ChangeLog,Drivers,3.10.74,ab7c7bb6f4ab95dbca96fcfc4463cd69843e3e24,2/27/15,Resolved,mutex_lock,,,,,,,,,,,,,,,,,,
[183],ChangeLog,Drivers,3.10.77,08e8331654d1d7b2c58045e549005bc356aa7810,3/6/15,Resolved,unknown,prevent buffers from being reallocated,,,,,,,,,,,,,,,,,
[184],ChangeLog,Drivers,3.10.18,35ed159bfd96a7547ec277ed8b550c7cbd9841b6,2013-10-17?,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[185],ChangeLog,Drivers,3.10.26,6f6485463aada1ec6a0f3db6a03eb8e393d6bb55,11/25/13,Resolved,unknown,,,,,,,,,,,,,,,,,,
[186],ChangeLog,Drivers,3.10.45,07f4d9d74a04aa7c72c5dae0ef97565f28f17b92,6/18/14,Resolved,mutex_lock,,,,,,,,,,,,,,,,,,
[187],ChangeLog,Drivers,3.6.2,d17344b3547669f5b6ee4fda993d03737a141bd6,10/6/12,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[188],ChangeLog,Drivers,3.6.3,128960a9ad67e2d119738f5211956e0304517551,10/15/12,Resolved,changing operation orders & adding additional checks,,,,,,,,,,,,,,,,,,
[189],ChangeLog,Drivers,3.5.1,01005a729a17ab419f61a366e22f3419e7a2c3fe,7/6/12,Resolved,mutex_lock,,,,,,,,,,,,,,,,,,
[190],ChangeLog,Drivers,3.12.35,ea9d0d771fcd32cd56070819749477d511ec9117,11/4/14,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[191],ChangeLog,Drivers,3.0.58,59866da9e4ae54819e3c4e0a8f426bdb0c2ef993,12/4/12,Resolved,add mutex,,,,,,,,,,,,,,,,,,
[192],ChangeLog,Drivers,3.2.38,b98ae2729dea161edc96c9d177459b6c28bcbba5,1/14/13,Resolved,avoiding racing code,,,,,,,,,,,,,,,,,,
[193],ChangeLog,File System,3.0.25,86b62a2cb4fc09037bbce2959d2992962396fd7f,3/10/12,Resolved,unknown,,,,,,,,,,,,,,,,,,
[194],ChangeLog,File System,3.0.25,c7b285550544c22bc005ec20978472c9ac7138c6,3/10/12,Resolved,synchronization,rcu_read_lock,,,,,,,,,,,,,,,,,
[195],ChangeLog,File System,3.12.29,2ff396be602f10b5eab8e73b24f20348fa2de159,9/2/14,Resolved,adding memory barriers,,,,,,,,,,,,,,,,,,
[196],ChangeLog,File System,3.2.44,4adaa611020fa6ac65b0ac8db78276af4ec04e63,3/26/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[197],ChangeLog,File System,3.1,a66e7cc626f42de6c745963fe0d807518fa49d39,9/18/11,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[198],ChangeLog,File System,3.13.2,90d3e592e99b8e374ead2b45148abf506493a959,1/29/14,Resolved,changing operation orders,changes things to setup the location field sooner.,,,,,,,,,,,,,,,,,
[199],ChangeLog,File System,3.18.10,4d884fceaa2c838abb598778813e93f6d9fea723,3/2/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[200],ChangeLog,File System,3.10.59,42383020beb1cfb05f5d330cc311931bc4917a97,10/3/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[201],ChangeLog,File System,3.17.8,9dba8cf128ef98257ca719722280c9634e7e9dc7,11/21/14,Resolved,unknown,waiting properly instead of freeing the logged extents,,,,,,,,,,,,,,,,,
[202],ChangeLog,File System,3.10.75,e1e9bda22d7ddf88515e8fe401887e313922823e,3/21/15,Resolved,unknown,inv_file = NULL;,,,,,,,,,,,,,,,,,
[203],ChangeLog,File System,3.7.2,ea702b80e0bbb2448e201472127288beb82ca2fe,12/30/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[204],ChangeLog,File System,3.10.21,76ae281f6307331aa063288edb6422ae99f435f0,11/22/13,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[205],ChangeLog,File System,3.1.5,b59db43ad4434519feb338eacb01d77eb50825c5,11/23/11,Resolved,unknown,,,,,,,,,,,,,,,,,,
[206],ChangeLog,File System,3.2.17,e636825346b36a07ccfc8e30946d52855e21f681,3/20/12,Resolved,deleting additional checks,,,,,,,,,,,,,,,,,,
[207],ChangeLog,File System,3.14.41,8b01fc86b9f425899f8a3a8fc1c47d73c2c20543,4/19/15,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[208],ChangeLog,File System,3.2.14,266991b13890049ee1a6bb95b9817f06339ee3d7,2/20/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[209],ChangeLog,File System,3.2.14,491caa43639abcffaa645fbab372a7ef4ce2975c,3/5/12,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[210],ChangeLog,File System,3.4.44,5d3ee20855e28169d711b394857ee608a5023094,4/4/13,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[211],ChangeLog,File System,3.2.33,dee1f973ca341c266229faa5a1a5bb268bed3531,10/10/12,Resolved,unknown,,,,,,,,,,,,,,,,,,
[212],ChangeLog,File System,3.10.69,a41537e69b4aa43f0fea02498c2595a81267383b,10/30/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[213],ChangeLog,File System,3.10.7,a34eb503742fd25155fd6cff6163daacead9fbc3,7/26/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[214],ChangeLog,File System,3.1,dccaf33fa37a1bc5d651baeb3bfeb6becb86597b,8/19/11,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[215],ChangeLog,File System,3.10.36,00a1a053ebe5febcfc2ec498bd894f035ad2aa06,3/31/14,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[216],ChangeLog,File System,3.12.20,622cad1325e404598fe3b148c3fa640dbaabc235,4/11/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[217],ChangeLog,File System,3.10.26,4e8d2139802ce4f41936a687f06c560b12115247,12/3/13,Resolved,extend critical session,,,,,,,,,,,,,,,,,,
[218],ChangeLog,File System,3.10.39,ec4cb1aa2b7bae18dd8164f2e9c7c51abcf61280,4/7/14,Resolved,extend critical session,,,,,,,,,,,,,,,,,,
[219],ChangeLog,File System,3.10.65,9c6ac78eb3521c5937b2dd8a7d1b300f41092f45,11/4/14,Resolved,adding memory barriers,,,,,,,,,,,,,,,,,,
[220],ChangeLog,File System,3.0.97,4a4ac4eba1010ef9a804569058ab29e3450c0315,9/3/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[221],ChangeLog,File System,3.10.16,0ab08f576b9e6a6b689fc6b4e632079b978e619b,9/18/13,Resolved,adding buffer variables,,,,,,,,,,,,,,,,,,
[222],ChangeLog,File System,3.10.16,bde52788bdb755b9e4b75db6c434f30e32a0ca0b,9/18/13,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[223],ChangeLog,File System,3.12.7,9290a9a7c0bcf5400e8dbfbf9707fa68ea3fb338,12/13/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[224],ChangeLog,File System,3.12.34,d7bdb996aef67ea24c62707ca4e29b07025e9683,4/3/14,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[225],ChangeLog,File System,3.12.34,5f16f3225b06242a9ee876f07c1c9b6ed36a22b6,3/24/14,Resolved,wrong,,,,,,,,,,,,,,,,,,
[226],ChangeLog,File System,3.1,bb189247f35688a3353545902c56290fb7d7754a,6/27/11,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[227],ChangeLog,File System,3.2.45,794446c6946513c684d448205fbd76fa35f38b72,4/4/13,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[228],ChangeLog,File System,3.0.59,d7961c7fa4d2e3c3f12be67e21ba8799b5a7238a,12/21/12,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[229],ChangeLog,File System,3.4.38,ad56edad089b56300fd13bb9eeb7d0424d978239,3/11/13,Resolved,removing race codes,,,,,,,,,,,,,,,,,,
[230],ChangeLog,File System,3.0.87,39c04153fda8c32e85b51c96eb5511a326ad7609,7/1/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[231],ChangeLog,File System,3.0.81,73aaa22d5ffb2630456bac2f9a4ed9b81d0d7271,5/1/13,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[232],ChangeLog,File System,3.6.5,a4ee8d978e47e79d536226dccb48991f70091168,10/24/12,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[233],ChangeLog,File System,3.10.66,06bed7d18c2c07b3e3eeadf4bd357f6e806618cc,1/6/15,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[234],ChangeLog,File System,3.0.88,1c327d962fc420aea046c16215a552710bde8231,7/11/13,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[235],ChangeLog,File System,3.10.34,755a48a7a4eb05b9c8424e3017d947b2961a60e0,3/3/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[236],ChangeLog,File System,3.12.17,d529ef83c355f97027ff85298a9709fe06216a66,1/27/14,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[237],ChangeLog,File System,3.12.17,4db72b40fdbc706f8957e9773ae73b1574b8c694,1/28/14,Resolved,adding memory barriers,,,,,,,,,,,,,,,,,,
[238],ChangeLog,File System,3.12.17,1f90ee27461e31a1c18e5d819f6ea6f5c7304b16,1/13/14,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[239],ChangeLog,File System,3.12.17,17dfeb9113397a6119091a491ef7182649f0c5a9,1/28/14,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[240],ChangeLog,File System,3.10.56,080af20cc945d110f9912d01cf6b66f94a375b8d,9/18/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[241],ChangeLog,File System,3.10.62,c6c15e1ed303ffc47e696ea1c9a9df1761c1f603,11/19/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[242],ChangeLog,File System,3.18.13,c5952338bfc234e54deda45b7228f610a545e28a,3/26/15,Resolved,unknown,return ret instead,,,,,,,,,,,,,,,,,
[243],ChangeLog,File System,3.18.13,340f0ba1c6c8412aa35fd6476044836b84361ea6,3/26/15,Resolved,unknown,return ret instead,,,,,,,,,,,,,,,,,
[244],ChangeLog,File System,3.10.65,705304a863cc41585508c0f476f6d3ec28cf7e00,12/11/14,Resolved,unknown,,,,,,,,,,,,,,,,,,
[245],ChangeLog,File System,3.4.83,7f42ec3941560f0902fe3671e36f2c20ffd3af0a,9/30/13,Resolved,complex fix,BH_Async_Write flag,,,,,,,,,,,,,,,,,
[246],ChangeLog,File System,3.10.39,ded2cf71419b9353060e633b59e446c42a6a2a09,4/3/14,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[247],ChangeLog,File System,3.10.24,b0d8d2292160bb63de1972361ebed100c64b5b37,12/2/13,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[248],ChangeLog,File System,3.8.9,f2530dc71cf0822f90bb63ea4600caaef33a66bb,4/12/13,Resolved,unknown,,,,,,,,,,,,,,,,,,
[249],ChangeLog,File System,3.1,293eb1e7772b25a93647c798c7b89bf26c2da2e0,7/26/11,Resolved,mutex_lock,,,,,,,,,,,,,,,,,,
[250],ChangeLog,File System,3.18.10,7e0e953bb0cf649f93277ac8fb67ecbb7f7b04a9,2/22/15,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[251],ChangeLog,File System,3.12.24,d4c54919ed86302094c0ca7d48a8cbd4ee753e92,6/6/14,Resolved,adding additional checks,,, check !pte_present() instead of pte_present(),,,,,,,,,,,,,,,
[252],ChangeLog,File System,3.12.41,05fbf357d94152171bc50f8a369390f1f16efd89,2/12/15,Resolved,pet_offset_map_lock,automatically added,,,,,,,,,,,,,,,,,
[253],ChangeLog,File System,3.10.33,1362f4ea20fa63688ba6026e586d9746ff13a846,2/20/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[254],ChangeLog,File System,3.10.47,22e7478ddbcb670e33fab72d0bbe7c394c3a2c84,5/21/14,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[255],ChangeLog,File System,3.14.11,22e7478ddbcb670e33fab72d0bbe7c394c3a2c84,5/21/14,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[256],ChangeLog,File System,3.0.72,991f76f837bf22c5bb07261cfd86525a0a96650c,3/20/13,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[257],ChangeLog,File System,3.10.47,691a7c6f28ac90cccd0dbcf81348ea90b211bdd0,5/13/14,Resolved,unknown,return VM_FAULT_LOCKED instead,,,,,,,,,,,,,,,,,
[258],ChangeLog,File System,3.10.60,052c28073ff26f771d44ef33952a41d18dadd255,9/8/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[259],ChangeLog,File System,3.0.11,c58cb165bd44de8aaee9755a144136ae743be116,10/12/11,Resolved,xfs_rw_ilock,automatically added,,,,,,,,,,,,,,,,,
[260],ChangeLog,File System,3.1,7a249cf83da1813cfa71cfe1e265b40045eceb47,7/8/11,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[261],ChangeLog,File System,3.0.27,f30d500f809eca67a21704347ab14bb35877b5ee,3/15/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[262],ChangeLog,IO,3.10.8,d50235b7bc3ee0a0427984d763ea7534149531b4,7/3/13,Resolved,spin_lock_irq,,,,,,,,,,,,,,,,,,
[263],ChangeLog,IO,3.10.55,2a1b4cf2331d92bc009bf94fa02a24604cdaf24c,7/16/14,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[264],ChangeLog,IO,3.10.23,eb1c160b22655fd4ec44be732d6594fd1b1e44f4,11/8/13,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[265],ChangeLog,IO,3.2.35,893d290f1d7496db97c9471bc352ad4a11dc8a25,11/23/12,Resolved,adding buffer variables,,,is_pm_resume,,,,,,,,,,,,,,,
[266],ChangeLog,IO,3.16.4,683d0e126232d898a481daa3a4ca032c2b1a9660,9/22/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[267],ChangeLog,IO,3.18.3,c38d185d4af12e8be63ca4b6745d99449c450f12,12/9/14,Resolved,adding memory barriers,,,,,,,,,,,,,,,,,,
[268],ChangeLog,IO,3.0.16,5eb46851de3904cd1be9192fdacb8d34deadc1fc,12/2/11,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[269],ChangeLog,IO,3.0.25,9f53d2fe815b4011ff930a7b6db98385d45faa68,3/2/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[270],ChangeLog,IO,3.2.40,ce23bba842aee98092225d9576dba47c82352521,2/28/13,Resolved,wrong,,,,,,,,,,,,,,,,,,
[271],ChangeLog,Memory Management,3.0.97,a8f531ebc33052642b4bd7b812eedf397108ce64,9/11/13,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[272],ChangeLog,Memory Management,3.8.3,37f47e3d62533c931b04cb409f2eb299e6342331,3/3/13,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[273],ChangeLog,Memory Management,3.17.5,070e76cb3ffe43f6855492e77c96680c562598f0,11/27/14,Resolved,adding try-again marks,,,,,,,,,,,,,,,,,,
[274],ChangeLog,Memory Management,3.0.33,d5e50a51ccbda36b379aba9d1131a852eb908dda,5/16/12,Resolved,unknown,,,,,,,,,,,,,,,,,,
[275],ChangeLog,Memory Management,3.18.9,cbef8478bee55775ac312a574aad48af7bb9cf9f,2/12/15,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[276],ChangeLog,Memory Management,3.0.43,eb48c071464757414538c68a6033c8f8c15196f8,8/21/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[277],ChangeLog,Memory Management,3.0.39,a77ebd333cd810d7b680d544be88c875131c2bd3,1/13/12,Resolved,unknown,related to other commit,,,,,,,,,,,,,,,,,
[278],ChangeLog,Memory Management,3.0.21,99f02ef1f18631eb0a4e0ea0a3d56878dbcb4b90,2/4/12,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[279],ChangeLog,Memory Management,3.12.39,e66f17ff71772b209eed39de35aaa99ba819c93d,2/12/15,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[280],ChangeLog,Memory Management,3.0.24,1c641e84719429bbfe62a95ed3545ee7fe24408f,3/5/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[281],ChangeLog,Memory Management,3.12.36,b5a8cad376eebbd8598642697e92a27983aee802,4/18/14,Resolved,unknown,,,,,,,,,,,,,,,,,,
[282],ChangeLog,Memory Management,3.3.3,66aebce747eaf9bc456bf1f1b217d8db843031d0,4/12/12,Resolved,get_page,,,,,,,,,,,,,,,,,,
[283],ChangeLog,Memory Management,3.0.32,4998a6c0edce7fae9c0a5463f6ec3fa585258ee7,5/10/12,Resolved,removing race codes,,,,,,,,,,,,,,,,,,
[284],ChangeLog,Memory Management,3.0.41,d833352a4338dc31295ed832a30c9ccff5c7a183,8/1/12,Resolved,unknown,,,,,,,,,,,,,,,,,,
[285],ChangeLog,Memory Management,3.12.39,a8bda28d87c38c6aa93de28ba5d30cc18e865a11,2/12/15,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[286],ChangeLog,Memory Management,3.12.40,0f792cf949a0be506c2aa8bfac0605746b146dda,2/12/15,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[287],ChangeLog,Memory Management,3.1,79dfdaccd1d5b40ff7cf4a35a0e63696ebb78b4d,7/26/11,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[288],ChangeLog,Memory Management,3.1,9f50fad65b87a8776ae989ca059ad6c17925dfc3,8/10/11,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[289],ChangeLog,Memory Management,3.9.5,28ccddf7952c496df2a51ce5aee4f2a058a98bab,5/24/13,Resolved,removing race codes,,,,,,,,,,,,,,,,,,
[290],ChangeLog,Memory Management,3.12.6,96f1c58d853497a757463e0b57fed140d6858f3a,12/13/13,Resolved,synchronization,rcu_read_lock,,,,,,,,,,,,,,,,,
[291],ChangeLog,Memory Management,3.17.3,d7365e783edb858279be1d03f61bc8d5d3383d90,10/29/14,Resolved,synchronization,rcu_read_lock,,,,,,,,,,,,,,,,,
[292],ChangeLog,Memory Management,3.18.3,2d6d7f98284648c5ed113fe22a132148950b140f,1/8/15,Resolved,lock_page,,,,,,,,,,,,,,,,,,
[293],ChangeLog,Memory Management,3.10.31,f15bdfa802bfa5eb6b4b5a241b97ec9fa1204a35,7/3/13,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[294],ChangeLog,Memory Management,3.10.30,54b9dd14d09f24927285359a227aa363ce46089e,1/24/14,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[295],ChangeLog,Memory Management,3.10.42,b985194c8c0a130ed155b71662e39f7eaea4876f,5/23/14,Resolved,wrong,,,,,,,,,,,,,,,,,,
[296],ChangeLog,Memory Management,3.10.43,3e030ecc0fc7de10fd0da10c1c19939872a31717,5/23/14,Resolved,adding atomic instructions,,,,,,,,,,,,,,,,,,
[297],ChangeLog,Memory Management,3.12.39,9ab3b598d2dfbdb0153ffa7e4b1456bbff59a25d,2/13/15,Resolved,removing race codes,,,,,,,,,,,,,,,,,,
[298],ChangeLog,Memory Management,3.2.63,e7b691b085fda913830e5280ae6f724b2a63c824,6/20/12,Resolved,unknown,,,,,,,,,,,,,,,,,,
[299],ChangeLog,Memory Management,3.0.46,b22d127a39ddd10d93deee3d96e643657ad53a49,10/9/12,Resolved,mutex_lock,automatically added,,,,,,,,,,,,,,,,,
[300],ChangeLog,Memory Management,3.0.46,00442ad04a5eac08a98255697c510e708f6082e2,10/9/12,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[301],ChangeLog,Memory Management,3.10.19,3f926ab945b60a5824369d21add7710622a2eac0,10/29/13,Resolved,extend critical session,,,,,,,,,,,,,,,,,,
[302],ChangeLog,Memory Management,3.0.73,b6a9b7f6b1f21735a7456d534dc0e68e61359d2c,4/4/13,Resolved,ACCESS_ONCE,,,,,,,,,,,,,,,,,,
[303],ChangeLog,Memory Management,3.0.41,3ad3d901bbcfb15a5e4690e55350db0899095a68,8/1/12,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[304],ChangeLog,Memory Management,3.0.67,751efd8610d3d7d67b7bdf7f62646edea7365dd7,2/24/13,Resolved,synchronization,srcu_read_lock,,,,,,,,,,,,,,,,,
[305],ChangeLog,Memory Management,3.0.81,d34883d4e35c0a994e91dd847a82b4c9e0c31d83,5/24/13,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[306],ChangeLog,Memory Management,3.10.42,dd18dbc2d42af75fffa60c77e0f02220bc329829,5/11/14,Resolved,anon_vma_lock_write,,,,,,,,,,,,,,,,,,
[307],ChangeLog,Memory Management,3.10.56,1da4db0cd5c8a31d4468ec906b413e75e604b465,1/22/14,Resolved,unknown,change while_each_thread to for_each_thread,,,,,,,,,,,,,,,,,
[308],ChangeLog,Memory Management,3.10.60,5695be142e203167e3cb515ef86a88424f3524eb,10/21/14,Resolved,read_lock,automatically added,,,,,,,,,,,,,,,,,
[309],ChangeLog,Memory Management,3.17.4,ad53f92eb416d81e469fa8ea57153e59455e7175,11/14/14,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[310],ChangeLog,Memory Management,3.12.36,f72e7dcdd25229446b102e587ef2f826f76bff28,6/23/14,Resolved,unknown,,,,,,,,,,,,,,,,,,
[311],ChangeLog,Memory Management,3.1,54af60421822bb9cb664dd5cd7aac46c01ccfcf8,8/4/11,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[312],ChangeLog,Memory Management,3.1,6922c0c7abd387374255801f7739624867e8acad,8/4/11,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[313],ChangeLog,Memory Management,3.2.35,0f3c42f522dc1ad7e27affc0a4aa8c790bce0a66,11/16/12,Resolved,unknown,Temp fix,,,,,,,,,,,,,,,,,
[314],ChangeLog,Memory Management,3.10.29,27c73ae759774e63313c1fbfeb17ba076cea64c5,11/22/13,Resolved,compound_lock_irqsave,,,,,,,,,,,,,,,,,,
[315],ChangeLog,Memory Management,3.12.12,f893ab41e4dae2fe8991faf5d86d029068d1ef3a,2/6/14,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[316],ChangeLog,Memory Management,3.12.36,91b57191cfd152c02ded0745250167d0263084f8,12/3/14,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[317],ChangeLog,Memory Management,3.1,acf92b485cccf028177f46918e045c0c4e80ee10,7/20/11,Resolved,similar to atomic method,,,,,,,,,,,,,,,,,,
[318],ChangeLog,Networking,3.0.13,a042994dd377d86bff9446ee76151ceb6267c9ba,11/30/11,Resolved,complex fix,,,,,,,,,,,,,,,,,,
[319],ChangeLog,Networking,3.3.6,b37c0fbe3f6dfba1f8ad2aed47fb40578a254635,3/13/12,Resolved,adding memory barriers,,,,,,,,,,,,,,,,,,
[320],ChangeLog,Networking,3.0.29,94324962066231a938564bebad0f941cd2d06bb2,3/28/12,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
[321],ChangeLog,Networking,3.7.2,f8e8f97c11d5ff3cc47d85b97c7c35e443dcf490,12/11/12,Resolved,spin_lock,automatically added,,,,,,,,,,,,,,,,,
[322],ChangeLog,Networking,3.13.6,08bf0ed29c7ded45c477d08618220dd200c3524a,2/17/14,Resolved,synchronization,rcu_read_lock,,,,,,,,,,,,,,,,,
[323],ChangeLog,Networking,3.4.20,a2a3258417eb6a1799cf893350771428875a8287,7/30/12,Resolved,adding atomic instructions,,,,,,,,,,,,,,,,,,
[324],ChangeLog,Networking,3.4.20,89a86be0ce20022f6ede8bccec078dbb3d63caaa,6/15/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[325],ChangeLog,Networking,3.4.20,456ea46865787283088b23a8a7f69244513b95f0,7/6/12,Resolved,removing race codes,,,,,,,,,,,,,,,,,,
[326],ChangeLog,Networking,3.4.20,8636ea672f0c5ab7478c42c5b6705ebd1db7eb6a,7/31/12,Resolved,unknown,interesting,,,,,,,,,,,,,,,,,
[327],ChangeLog,Networking,3.4.20,6d4221b53707486dfad3f5bfe568d2ce7f4c9863,8/21/12,Resolved,changing operation orders,,,,,,,,,,,,,,,,,,
[328],ChangeLog,Networking,3.4.20,35f9f8a09e1e88e31bd34a1e645ca0e5f070dd5c,5/19/12,Resolved,adding additional checks,,,,,,,,,,,,,,,,,,
